node_i,pos (x),pos (y),commodity (k),index,supply (s),demand (d),importance (w)
239,759352,7079041,Other non-metallic mineral,9,0,30234,5
239,759352,7079041,Petroleum Products,7,0,243133,5
239,759352,7079041,Return materials and recycling,14,0,7646,5
239,759352,7079041,Transport equipment,12,0,116070,5
241,640366,7001480,"Agriculture, forest, fishing",1,0,4884,5
241,640366,7001480,"Food, beverage, tobacco",4,-15909,0,5
241,640366,7001480,Machinery and equipment,11,0,19701,5
241,640366,7001480,Ore,3,-1377570,0,5
241,640366,7001480,Other non-metallic mineral,9,-250600,0,5
241,640366,7001480,Petroleum Products,7,-87037,0,5
241,640366,7001480,Return materials and recycling,14,0,126839,5
241,640366,7001480,"Textile, leather",5,-4,0,5
242,643012,7008076,"Agriculture, forest, fishing",1,-50324,0,5
242,643012,7008076,"Food, beverage, tobacco",4,0,1483,5
242,643012,7008076,"Furniture, other manufacture",13,0,12710,5
242,643012,7008076,Machinery and equipment,11,-29359,0,5
242,643012,7008076,Return materials and recycling,14,-1742,0,5
242,643012,7008076,"Wood, cork, pulp, paper",6,-322478,0,5
243,652805,7014175,"Food, beverage, tobacco",4,0,38447,5
243,652805,7014175,"Furniture, other manufacture",13,-3196,0,5
243,652805,7014175,Machinery and equipment,11,0,68,5
243,652805,7014175,Ore,3,-2182604,0,5
243,652805,7014175,Return materials and recycling,14,-137643,0,5
243,652805,7014175,"Textile, leather",5,-1,0,5
244,661659,7017559,"Food, beverage, tobacco",4,0,41746,5
244,661659,7017559,"Furniture, other manufacture",13,-1659,0,5
244,661659,7017559,Machinery and equipment,11,0,5515,5
244,661659,7017559,Ore,3,0,2258709,5
244,661659,7017559,Other non-metallic mineral,9,-4264,0,5
244,661659,7017559,Return materials and recycling,14,0,74639,5
244,661659,7017559,Transport equipment,12,-63324,0,5
244,661659,7017559,"Wood, cork, pulp, paper",6,0,1086752,5
245,673148,7013812,"Agriculture, forest, fishing",1,-719126,0,5
245,673148,7013812,"Furniture, other manufacture",13,0,40496,5
245,673148,7013812,Other non-metallic mineral,9,0,8067,5
245,673148,7013812,Return materials and recycling,14,-403470,0,5
245,673148,7013812,"Textile, leather",5,-1,0,5
245,673148,7013812,Transport equipment,12,-120982,0,5
245,673148,7013812,"Wood, cork, pulp, paper",6,-786724,0,5
246,680930,7022087,Fabricated metal products,10,-895288,0,5
246,680930,7022087,"Food, beverage, tobacco",4,0,39117,5
246,680930,7022087,"Furniture, other manufacture",13,0,5132,5
246,680930,7022087,Machinery and equipment,11,0,212,5
246,680930,7022087,Other non-metallic mineral,9,0,66291,5
246,680930,7022087,"Wood, cork, pulp, paper",6,0,18437230,5
247,533811,6932697,"Agriculture, forest, fishing",1,0,33156276,5
247,533811,6932697,"Chemicals, rubber, plastics",8,0,6353903,5
247,533811,6932697,Fabricated metal products,10,-63984413,0,5
247,533811,6932697,"Food, beverage, tobacco",4,0,694720,5
247,533811,6932697,"Furniture, other manufacture",13,0,489813,5
247,533811,6932697,Return materials and recycling,14,0,1883576,5
247,533811,6932697,Transport equipment,12,-824151,0,5
247,533811,6932697,"Wood, cork, pulp, paper",6,-35387710,0,5
248,521475,6965008,"Agriculture, forest, fishing",1,0,17085405,5
248,521475,6965008,"Chemicals, rubber, plastics",8,0,3326776,5
248,521475,6965008,Fabricated metal products,10,-18536859,0,5
248,521475,6965008,"Food, beverage, tobacco",4,0,1068483,5
248,521475,6965008,Machinery and equipment,11,-369375,0,5
248,521475,6965008,Ore,3,-53554374,0,5
248,521475,6965008,Return materials and recycling,14,-910657,0,5
249,524675,6969416,"Chemicals, rubber, plastics",8,0,3858178,5
249,524675,6969416,"Food, beverage, tobacco",4,0,871334,5
249,524675,6969416,"Furniture, other manufacture",13,0,398148,5
249,524675,6969416,Ore,3,0,179658609,5
249,524675,6969416,Other non-metallic mineral,9,-783706,0,5
249,524675,6969416,Transport equipment,12,-797993,0,5
250,531180,6973693,"Agriculture, forest, fishing",1,-30543953,0,5
250,531180,6973693,"Chemicals, rubber, plastics",8,-8716129,0,5
250,531180,6973693,"Food, beverage, tobacco",4,0,648451,5
250,531180,6973693,Machinery and equipment,11,0,64206,5
250,531180,6973693,Return materials and recycling,14,-2281884,0,5
250,531180,6973693,"Wood, cork, pulp, paper",6,0,14803536,5
251,532519,6979213,"Agriculture, forest, fishing",1,0,29429560,5
251,532519,6979213,"Chemicals, rubber, plastics",8,0,1438272,5
251,532519,6979213,"Furniture, other manufacture",13,-261131,0,5
251,532519,6979213,Ore,3,0,33011989,5
251,532519,6979213,Other non-metallic mineral,9,0,1102107,5
251,532519,6979213,Petroleum Products,7,0,5056060,5
251,532519,6979213,"Textile, leather",5,-112,0,5
252,537491,6980748,"Agriculture, forest, fishing",1,-7436693,0,5
252,537491,6980748,Fabricated metal products,10,-49489073,0,5
252,537491,6980748,Machinery and equipment,11,-164421,0,5
252,537491,6980748,Ore,3,0,103728758,5
252,537491,6980748,Other non-metallic mineral,9,-2063909,0,5
252,537491,6980748,Petroleum Products,7,-14079202,0,5
252,537491,6980748,"Textile, leather",5,0,71,5
253,543443,6981231,Fabricated metal products,10,-39563175,0,5
253,543443,6981231,"Furniture, other manufacture",13,0,251839,5
253,543443,6981231,Other non-metallic mineral,9,0,132697,5
253,543443,6981231,Petroleum Products,7,0,4503258,5
253,543443,6981231,"Textile, leather",5,-102,0,5
253,543443,6981231,Transport equipment,12,-2398699,0,5
253,543443,6981231,"Wood, cork, pulp, paper",6,-21720057,0,5
254,550024,6982067,"Agriculture, forest, fishing",1,-50319784,0,5
254,550024,6982067,"Food, beverage, tobacco",4,-777341,0,5
254,550024,6982067,"Furniture, other manufacture",13,0,260624,5
254,550024,6982067,Machinery and equipment,11,0,379076,5
254,550024,6982067,Other non-metallic mineral,9,0,264725,5
254,550024,6982067,Return materials and recycling,14,0,1127608,5
254,550024,6982067,"Textile, leather",5,0,26,5
255,554902,6983894,"Agriculture, forest, fishing",1,0,27568668,5
255,554902,6983894,"Chemicals, rubber, plastics",8,0,548316,5
255,554902,6983894,"Food, beverage, tobacco",4,-186128,0,5
255,554902,6983894,"Furniture, other manufacture",13,-219989,0,5
255,554902,6983894,Petroleum Products,7,0,2788352,5
255,554902,6983894,"Wood, cork, pulp, paper",6,0,24410969,5
256,556617,6986540,"Chemicals, rubber, plastics",8,0,628175,5
256,556617,6986540,Fabricated metal products,10,0,21085564,5
256,556617,6986540,"Furniture, other manufacture",13,-199255,0,5
256,556617,6986540,Machinery and equipment,11,0,938525,5
256,556617,6986540,Ore,3,-43105125,0,5
256,556617,6986540,Return materials and recycling,14,-952671,0,5
256,556617,6986540,"Textile, leather",5,0,210,5
256,556617,6986540,Transport equipment,12,0,1848646,5
257,558802,6988398,"Agriculture, forest, fishing",1,-49184182,0,5
257,558802,6988398,"Chemicals, rubber, plastics",8,0,1637419,5
257,558802,6988398,Fabricated metal products,10,0,32960775,5
257,558802,6988398,"Food, beverage, tobacco",4,-325139,0,5
257,558802,6988398,Machinery and equipment,11,0,140787,5
257,558802,6988398,Ore,3,-24559512,0,5
257,558802,6988398,Petroleum Products,7,-10144378,0,5
257,558802,6988398,Return materials and recycling,14,-983912,0,5
257,558802,6988398,Transport equipment,12,-476941,0,5
257,558802,6988398,"Wood, cork, pulp, paper",6,0,32200250,5
258,564424,6988834,"Agriculture, forest, fishing",1,-13995199,0,5
258,564424,6988834,"Food, beverage, tobacco",4,-1379029,0,5
258,564424,6988834,"Furniture, other manufacture",13,-479804,0,5
258,564424,6988834,Ore,3,-34711465,0,5
258,564424,6988834,Other non-metallic mineral,9,0,517749,5
258,564424,6988834,"Textile, leather",5,-155,0,5
258,564424,6988834,Transport equipment,12,0,17549569,5
259,569671,6989553,"Agriculture, forest, fishing",1,0,30605313,5
259,569671,6989553,"Chemicals, rubber, plastics",8,0,1372652,5
259,569671,6989553,Machinery and equipment,11,-19995,0,5
259,569671,6989553,Ore,3,-41239432,0,5
259,569671,6989553,Petroleum Products,7,0,4098012,5
259,569671,6989553,Return materials and recycling,14,-630317,0,5
259,569671,6989553,"Textile, leather",5,-78,0,5
259,569671,6989553,Transport equipment,12,-3224649,0,5
259,569671,6989553,"Wood, cork, pulp, paper",6,-33958272,0,5
260,571388,6992883,Fabricated metal products,10,0,24696164,5
260,571388,6992883,"Food, beverage, tobacco",4,-160352,0,5
260,571388,6992883,Machinery and equipment,11,0,66626,5
260,571388,6992883,Ore,3,0,196949398,5
260,571388,6992883,Petroleum Products,7,-6423707,0,5
260,571388,6992883,Return materials and recycling,14,-827450,0,5
260,571388,6992883,Transport equipment,12,-594607,0,5
260,571388,6992883,"Wood, cork, pulp, paper",6,0,7515766,5
261,582015,6989817,"Agriculture, forest, fishing",1,0,25613752,5
261,582015,6989817,Fabricated metal products,10,-16074600,0,5
261,582015,6989817,"Food, beverage, tobacco",4,0,454186,5
261,582015,6989817,"Furniture, other manufacture",13,-560309,0,5
261,582015,6989817,Machinery and equipment,11,-321104,0,5
261,582015,6989817,Ore,3,-31407995,0,5
261,582015,6989817,Other non-metallic mineral,9,-370329,0,5
261,582015,6989817,Petroleum Products,7,-4027602,0,5
261,582015,6989817,"Textile, leather",5,-86,0,5
261,582015,6989817,Transport equipment,12,-1211741,0,5
261,582015,6989817,"Wood, cork, pulp, paper",6,0,12286386,5
262,590035,6992858,"Chemicals, rubber, plastics",8,0,1525702,5
262,590035,6992858,"Food, beverage, tobacco",4,0,275807,5
262,590035,6992858,Machinery and equipment,11,0,411607,5
262,590035,6992858,Ore,3,0,77917443,5
262,590035,6992858,Other non-metallic mineral,9,0,532213,5
262,590035,6992858,Petroleum Products,7,0,4971912,5
262,590035,6992858,Return materials and recycling,14,0,874660,5
262,590035,6992858,"Wood, cork, pulp, paper",6,-17470568,0,5
263,593962,6996978,"Chemicals, rubber, plastics",8,0,993110,5
263,593962,6996978,Fabricated metal products,10,0,16120996,5
263,593962,6996978,"Food, beverage, tobacco",4,-716947,0,5
263,593962,6996978,"Furniture, other manufacture",13,-42221,0,5
263,593962,6996978,Machinery and equipment,11,-269649,0,5
263,593962,6996978,Ore,3,0,62698635,5
263,593962,6996978,Other non-metallic mineral,9,-816714,0,5
263,593962,6996978,Petroleum Products,7,-4878752,0,5
263,593962,6996978,Return materials and recycling,14,0,3776281,5
263,593962,6996978,Transport equipment,12,-7884305,0,5
263,593962,6996978,"Wood, cork, pulp, paper",6,0,11116240,5
264,598246,7003907,"Agriculture, forest, fishing",1,0,40520972,5
264,598246,7003907,"Chemicals, rubber, plastics",8,0,2350884,5
264,598246,7003907,"Food, beverage, tobacco",4,0,1103111,5
264,598246,7003907,Ore,3,-46326816,0,5
264,598246,7003907,Return materials and recycling,14,0,1179305,5
264,598246,7003907,Transport equipment,12,-1444955,0,5
265,604062,7006918,"Furniture, other manufacture",13,0,442777,5
265,604062,7006918,Machinery and equipment,11,-126528,0,5
265,604062,7006918,Ore,3,-154749210,0,5
265,604062,7006918,Other non-metallic mineral,9,0,254273,5
266,531396,6932722,"Chemicals, rubber, plastics",8,-2225159,0,5
266,531396,6932722,Machinery and equipment,11,0,369064,5
266,531396,6932722,Ore,3,-72689860,0,5
266,531396,6932722,"Textile, leather",5,-11,0,5
266,531396,6932722,"Wood, cork, pulp, paper",6,-15279423,0,5
267,528155,6937112,"Agriculture, forest, fishing",1,0,58834180,5
267,528155,6937112,"Chemicals, rubber, plastics",8,-5098389,0,5
267,528155,6937112,Fabricated metal products,10,-8064907,0,5
267,528155,6937112,"Food, beverage, tobacco",4,-668216,0,5
267,528155,6937112,"Furniture, other manufacture",13,-356916,0,5
267,528155,6937112,Machinery and equipment,11,-319152,0,5
267,528155,6937112,Other non-metallic mineral,9,-666756,0,5
267,528155,6937112,"Textile, leather",5,-65,0,5
268,526445,6944245,"Agriculture, forest, fishing",1,0,31989272,5
268,526445,6944245,"Food, beverage, tobacco",4,-706551,0,5
268,526445,6944245,"Furniture, other manufacture",13,0,221204,5
268,526445,6944245,Machinery and equipment,11,-560102,0,5
268,526445,6944245,Ore,3,-136415393,0,5
268,526445,6944245,Petroleum Products,7,0,5360730,5
268,526445,6944245,Return materials and recycling,14,-1035208,0,5
268,526445,6944245,"Textile, leather",5,-74,0,5
269,523244,6952643,"Chemicals, rubber, plastics",8,0,1987180,5
269,523244,6952643,Fabricated metal products,10,0,14087915,5
269,523244,6952643,"Food, beverage, tobacco",4,-464809,0,5
269,523244,6952643,"Furniture, other manufacture",13,0,150423,5
269,523244,6952643,Petroleum Products,7,0,926434,5
269,523244,6952643,Return materials and recycling,14,0,2615881,5
269,523244,6952643,"Wood, cork, pulp, paper",6,-16571698,0,5
270,521334,6957805,"Agriculture, forest, fishing",1,0,62977876,5
270,521334,6957805,"Chemicals, rubber, plastics",8,0,8738436,5
270,521334,6957805,"Food, beverage, tobacco",4,-307556,0,5
270,521334,6957805,"Furniture, other manufacture",13,0,714367,5
270,521334,6957805,Machinery and equipment,11,0,545645,5
270,521334,6957805,Other non-metallic mineral,9,0,268407,5
270,521334,6957805,Return materials and recycling,14,0,5951836,5
270,521334,6957805,"Textile, leather",5,0,53,5
270,521334,6957805,Transport equipment,12,0,1772274,5
270,521334,6957805,"Wood, cork, pulp, paper",6,-12455973,0,5
271,534206,6901003,"Agriculture, forest, fishing",1,-29413785,0,5
271,534206,6901003,"Chemicals, rubber, plastics",8,-9007748,0,5
271,534206,6901003,"Food, beverage, tobacco",4,-141174,0,5
271,534206,6901003,Ore,3,0,58915952,5
271,534206,6901003,Return materials and recycling,14,-1815318,0,5
271,534206,6901003,"Textile, leather",5,0,43,5
272,535372,6908658,"Agriculture, forest, fishing",1,0,21282017,5
272,535372,6908658,"Chemicals, rubber, plastics",8,-6898868,0,5
272,535372,6908658,Fabricated metal products,10,0,13961025,5
272,535372,6908658,"Food, beverage, tobacco",4,-349189,0,5
272,535372,6908658,"Furniture, other manufacture",13,0,231275,5
272,535372,6908658,Ore,3,-64538409,0,5
272,535372,6908658,Other non-metallic mineral,9,-924852,0,5
272,535372,6908658,Petroleum Products,7,0,4247474,5
272,535372,6908658,Return materials and recycling,14,-5775561,0,5
272,535372,6908658,"Wood, cork, pulp, paper",6,-19654945,0,5
273,529093,6915442,"Chemicals, rubber, plastics",8,-5355489,0,5
273,529093,6915442,"Food, beverage, tobacco",4,-221560,0,5
273,529093,6915442,"Furniture, other manufacture",13,0,60796,5
273,529093,6915442,Other non-metallic mineral,9,0,808957,5
273,529093,6915442,Return materials and recycling,14,-1230788,0,5
273,529093,6915442,Transport equipment,12,-2284287,0,5
273,529093,6915442,"Wood, cork, pulp, paper",6,0,22025423,5
274,524435,6922096,"Agriculture, forest, fishing",1,-25516487,0,5
274,524435,6922096,"Food, beverage, tobacco",4,-552258,0,5
274,524435,6922096,"Furniture, other manufacture",13,-989999,0,5
274,524435,6922096,Machinery and equipment,11,-189074,0,5
274,524435,6922096,Ore,3,0,252479418,5
274,524435,6922096,Other non-metallic mineral,9,0,644743,5
274,524435,6922096,Petroleum Products,7,-11028015,0,5
274,524435,6922096,Return materials and recycling,14,0,1947040,5
274,524435,6922096,Transport equipment,12,-1319999,0,5
274,524435,6922096,"Wood, cork, pulp, paper",6,0,34112042,5
275,524463,6928875,Machinery and equipment,11,-151004,0,5
275,524463,6928875,Ore,3,-67819707,0,5
275,524463,6928875,Petroleum Products,7,0,3934674,5
275,524463,6928875,"Wood, cork, pulp, paper",6,0,50760286,5
276,530571,6931934,"Agriculture, forest, fishing",1,0,19887152,5
276,530571,6931934,"Chemicals, rubber, plastics",8,0,2924082,5
276,530571,6931934,Fabricated metal products,10,0,46338139,5
276,530571,6931934,"Food, beverage, tobacco",4,0,843450,5
276,530571,6931934,"Furniture, other manufacture",13,-133043,0,5
276,530571,6931934,Return materials and recycling,14,-1585259,0,5
276,530571,6931934,"Textile, leather",5,0,27,5
276,530571,6931934,Transport equipment,12,0,3413196,5
276,530571,6931934,"Wood, cork, pulp, paper",6,-65621424,0,5
277,553271,6859809,"Chemicals, rubber, plastics",8,0,3170512,5
277,553271,6859809,"Furniture, other manufacture",13,0,58412,5
277,553271,6859809,Machinery and equipment,11,-371436,0,5
277,553271,6859809,Ore,3,-123812291,0,5
277,553271,6859809,Return materials and recycling,14,0,630126,5
277,553271,6859809,Transport equipment,12,0,3247873,5
277,553271,6859809,"Wood, cork, pulp, paper",6,-13990384,0,5
278,549810,6867799,"Agriculture, forest, fishing",1,-22653788,0,5
278,549810,6867799,"Food, beverage, tobacco",4,0,979126,5
278,549810,6867799,Machinery and equipment,11,0,126524,5
278,549810,6867799,Other non-metallic mineral,9,0,937272,5
278,549810,6867799,Petroleum Products,7,-18256548,0,5
278,549810,6867799,Return materials and recycling,14,0,3788468,5
279,547230,6876943,"Agriculture, forest, fishing",1,-7498119,0,5
279,547230,6876943,Ore,3,-133761066,0,5
279,547230,6876943,Other non-metallic mineral,9,0,972190,5
279,547230,6876943,"Textile, leather",5,0,23,5
279,547230,6876943,"Wood, cork, pulp, paper",6,0,37288899,5
280,543525,6882332,"Chemicals, rubber, plastics",8,0,8164796,5
280,543525,6882332,Fabricated metal products,10,-17865017,0,5
280,543525,6882332,Other non-metallic mineral,9,0,768125,5
280,543525,6882332,Petroleum Products,7,0,1942683,5
280,543525,6882332,Return materials and recycling,14,-2072546,0,5
280,543525,6882332,"Textile, leather",5,-51,0,5
280,543525,6882332,Transport equipment,12,0,3782799,5
281,539385,6886813,"Agriculture, forest, fishing",1,0,20747874,5
281,539385,6886813,"Food, beverage, tobacco",4,-353856,0,5
281,539385,6886813,"Furniture, other manufacture",13,-149893,0,5
281,539385,6886813,Machinery and equipment,11,0,149141,5
281,539385,6886813,Ore,3,-224087177,0,5
281,539385,6886813,Other non-metallic mineral,9,0,928340,5
281,539385,6886813,Return materials and recycling,14,0,1477470,5
281,539385,6886813,"Textile, leather",5,-28,0,5
281,539385,6886813,Transport equipment,12,0,1924703,5
281,539385,6886813,"Wood, cork, pulp, paper",6,0,4196691,5
282,535238,6892184,"Chemicals, rubber, plastics",8,-4730394,0,5
282,535238,6892184,"Food, beverage, tobacco",4,0,212455,5
282,535238,6892184,"Furniture, other manufacture",13,-523473,0,5
282,535238,6892184,Machinery and equipment,11,0,115005,5
282,535238,6892184,Ore,3,0,37132744,5
282,535238,6892184,Other non-metallic mineral,9,0,460193,5
282,535238,6892184,Petroleum Products,7,-12806750,0,5
282,535238,6892184,Return materials and recycling,14,-1843079,0,5
282,535238,6892184,"Textile, leather",5,-24,0,5
282,535238,6892184,Transport equipment,12,-1740585,0,5
283,574440,6802509,"Chemicals, rubber, plastics",8,0,2494375,5
283,574440,6802509,Machinery and equipment,11,-919375,0,5
283,574440,6802509,Return materials and recycling,14,-3379497,0,5
283,574440,6802509,"Textile, leather",5,0,102,5
283,574440,6802509,"Wood, cork, pulp, paper",6,0,12626933,5
284,574372,6805926,"Agriculture, forest, fishing",1,-51062692,0,5
284,574372,6805926,"Chemicals, rubber, plastics",8,-7026454,0,5
284,574372,6805926,Ore,3,-176881197,0,5
284,574372,6805926,Other non-metallic mineral,9,0,794007,5
284,574372,6805926,Return materials and recycling,14,0,3462024,5
284,574372,6805926,Transport equipment,12,-2272331,0,5
284,574372,6805926,"Wood, cork, pulp, paper",6,0,18162995,5
285,575330,6810404,"Agriculture, forest, fishing",1,-58394508,0,5
285,575330,6810404,Fabricated metal products,10,-12586496,0,5
285,575330,6810404,"Furniture, other manufacture",13,-381878,0,5
285,575330,6810404,Ore,3,0,111365772,5
285,575330,6810404,Other non-metallic mineral,9,0,628000,5
285,575330,6810404,Return materials and recycling,14,-6328185,0,5
285,575330,6810404,Transport equipment,12,-2563316,0,5
286,573518,6816033,Fabricated metal products,10,0,25091455,5
286,573518,6816033,"Food, beverage, tobacco",4,0,866406,5
286,573518,6816033,"Furniture, other manufacture",13,0,205143,5
286,573518,6816033,Machinery and equipment,11,0,188344,5
286,573518,6816033,Return materials and recycling,14,0,2254943,5
287,572750,6821257,"Agriculture, forest, fishing",1,-19688570,0,5
287,572750,6821257,"Chemicals, rubber, plastics",8,0,3256256,5
287,572750,6821257,Fabricated metal products,10,-8008731,0,5
287,572750,6821257,"Food, beverage, tobacco",4,0,1115148,5
287,572750,6821257,"Furniture, other manufacture",13,0,653538,5
287,572750,6821257,Machinery and equipment,11,-375536,0,5
287,572750,6821257,Return materials and recycling,14,0,4027061,5
287,572750,6821257,Transport equipment,12,-3859652,0,5
287,572750,6821257,"Wood, cork, pulp, paper",6,-18964852,0,5
288,570456,6827210,"Chemicals, rubber, plastics",8,0,1985046,5
288,570456,6827210,"Furniture, other manufacture",13,-148542,0,5
288,570456,6827210,Other non-metallic mineral,9,0,1204570,5
288,570456,6827210,Return materials and recycling,14,0,7204640,5
288,570456,6827210,"Textile, leather",5,0,16,5
288,570456,6827210,Transport equipment,12,-774415,0,5
288,570456,6827210,"Wood, cork, pulp, paper",6,-23647029,0,5
289,566851,6834750,"Food, beverage, tobacco",4,0,475137,5
289,566851,6834750,"Furniture, other manufacture",13,-363543,0,5
289,566851,6834750,Ore,3,0,211552323,5
289,566851,6834750,Other non-metallic mineral,9,0,1260117,5
289,566851,6834750,Petroleum Products,7,0,3881885,5
289,566851,6834750,Return materials and recycling,14,-4074573,0,5
289,566851,6834750,"Textile, leather",5,0,61,5
289,566851,6834750,Transport equipment,12,0,2008908,5
290,561723,6836724,"Furniture, other manufacture",13,-142334,0,5
290,561723,6836724,Other non-metallic mineral,9,0,362135,5
290,561723,6836724,Petroleum Products,7,-2995702,0,5
290,561723,6836724,Return materials and recycling,14,-923951,0,5
290,561723,6836724,Transport equipment,12,-5743540,0,5
291,561960,6843067,Fabricated metal products,10,-5698904,0,5
291,561960,6843067,"Food, beverage, tobacco",4,-1044017,0,5
291,561960,6843067,"Textile, leather",5,-45,0,5
291,561960,6843067,Transport equipment,12,-1084501,0,5
291,561960,6843067,"Wood, cork, pulp, paper",6,0,32623722,5
292,561471,6846776,"Chemicals, rubber, plastics",8,-3975108,0,5
292,561471,6846776,"Food, beverage, tobacco",4,0,211670,5
292,561471,6846776,Machinery and equipment,11,0,879601,5
292,561471,6846776,Other non-metallic mineral,9,0,1338682,5
292,561471,6846776,Return materials and recycling,14,-1503635,0,5
292,561471,6846776,"Textile, leather",5,0,111,5
292,561471,6846776,"Wood, cork, pulp, paper",6,-24674183,0,5
293,557756,6855374,"Agriculture, forest, fishing",1,-57025526,0,5
293,557756,6855374,"Food, beverage, tobacco",4,-691099,0,5
293,557756,6855374,Machinery and equipment,11,-279071,0,5
293,557756,6855374,Ore,3,-196103766,0,5
293,557756,6855374,Petroleum Products,7,-5505870,0,5
293,557756,6855374,Return materials and recycling,14,0,4565120,5
293,557756,6855374,Transport equipment,12,-1610255,0,5
293,557756,6855374,"Wood, cork, pulp, paper",6,-26876433,0,5
294,593387,6751890,"Agriculture, forest, fishing",1,0,39356529,5
294,593387,6751890,"Food, beverage, tobacco",4,-681120,0,5
294,593387,6751890,Machinery and equipment,11,0,481338,5
294,593387,6751890,Petroleum Products,7,-8782219,0,5
294,593387,6751890,Return materials and recycling,14,-2818091,0,5
294,593387,6751890,Transport equipment,12,0,6385501,5
294,593387,6751890,"Wood, cork, pulp, paper",6,0,41637029,5
295,592740,6757545,"Agriculture, forest, fishing",1,0,71950609,5
295,592740,6757545,Machinery and equipment,11,0,498814,5
295,592740,6757545,Other non-metallic mineral,9,-2046544,0,5
295,592740,6757545,Petroleum Products,7,0,2568846,5
295,592740,6757545,Return materials and recycling,14,-911935,0,5
295,592740,6757545,"Wood, cork, pulp, paper",6,0,16437134,5
296,591246,6763294,Fabricated metal products,10,-24259277,0,5
296,591246,6763294,"Food, beverage, tobacco",4,0,2607371,5
296,591246,6763294,"Furniture, other manufacture",13,-150650,0,5
296,591246,6763294,Machinery and equipment,11,-854186,0,5
296,591246,6763294,Other non-metallic mineral,9,0,757822,5
296,591246,6763294,Petroleum Products,7,0,4608239,5
296,591246,6763294,Return materials and recycling,14,-2233348,0,5
296,591246,6763294,"Textile, leather",5,0,50,5
296,591246,6763294,"Wood, cork, pulp, paper",6,-20059065,0,5
297,590340,6768947,"Chemicals, rubber, plastics",8,0,3247009,5
297,590340,6768947,"Food, beverage, tobacco",4,-690563,0,5
297,590340,6768947,"Furniture, other manufacture",13,0,547871,5
297,590340,6768947,Other non-metallic mineral,9,-1042720,0,5
297,590340,6768947,Return materials and recycling,14,-1929324,0,5
297,590340,6768947,"Textile, leather",5,0,72,5
298,592621,6777338,"Chemicals, rubber, plastics",8,-8335316,0,5
298,592621,6777338,Fabricated metal products,10,-9797537,0,5
298,592621,6777338,"Food, beverage, tobacco",4,-1490881,0,5
298,592621,6777338,"Furniture, other manufacture",13,0,90043,5
298,592621,6777338,Machinery and equipment,11,0,157128,5
298,592621,6777338,Other non-metallic mineral,9,0,1101517,5
298,592621,6777338,Petroleum Products,7,0,6506977,5
298,592621,6777338,Return materials and recycling,14,-4610866,0,5
299,589993,6783440,"Agriculture, forest, fishing",1,0,66115867,5
299,589993,6783440,"Food, beverage, tobacco",4,-924393,0,5
299,589993,6783440,Machinery and equipment,11,-383639,0,5
299,589993,6783440,Petroleum Products,7,0,6451155,5
299,589993,6783440,Return materials and recycling,14,0,8142366,5
299,589993,6783440,"Textile, leather",5,-173,0,5
299,589993,6783440,Transport equipment,12,-3680059,0,5
300,586925,6787805,"Agriculture, forest, fishing",1,-55313732,0,5
300,586925,6787805,"Chemicals, rubber, plastics",8,-3844155,0,5
300,586925,6787805,"Food, beverage, tobacco",4,-1034388,0,5
300,586925,6787805,"Furniture, other manufacture",13,0,230961,5
300,586925,6787805,Machinery and equipment,11,0,470133,5
300,586925,6787805,Other non-metallic mineral,9,0,1661384,5
300,586925,6787805,Return materials and recycling,14,0,2876465,5
300,586925,6787805,"Textile, leather",5,0,2,5
300,586925,6787805,Transport equipment,12,0,4143226,5
300,586925,6787805,"Wood, cork, pulp, paper",6,-16526379,0,5
301,584314,6789496,"Agriculture, forest, fishing",1,0,36082581,5
301,584314,6789496,Fabricated metal products,10,-7324735,0,5
301,584314,6789496,"Food, beverage, tobacco",4,0,800478,5
301,584314,6789496,Ore,3,-114639823,0,5
301,584314,6789496,Other non-metallic mineral,9,0,2646598,5
301,584314,6789496,"Textile, leather",5,0,92,5
301,584314,6789496,Transport equipment,12,-1216426,0,5
301,584314,6789496,"Wood, cork, pulp, paper",6,0,62121863,5
302,472839,7021337,Ore,3,-15015358,0,5
305,469297,7024875,Ore,3,-9399707,0,5
306,463157,7024885,Ore,3,0,32898398,5
307,450598,7022943,"Agriculture, forest, fishing",1,0,20779244,5
307,450598,7022943,Ore,3,-26870356,0,5
309,435192,7019114,"Agriculture, forest, fishing",1,-7892692,0,5
309,435192,7019114,Transport equipment,12,0,1190435,5
312,411745,7021898,"Agriculture, forest, fishing",1,-3907319,0,5
315,376740,7023760,"Agriculture, forest, fishing",1,-3531916,0,5
319,481778,7004584,"Agriculture, forest, fishing",1,-17092802,0,5
319,481778,7004584,"Food, beverage, tobacco",4,-50132,0,5
319,481778,7004584,Other non-metallic mineral,9,-68037,0,5
320,515888,6966253,"Agriculture, forest, fishing",1,-34767885,0,5
320,515888,6966253,"Food, beverage, tobacco",4,-26907,0,5
320,515888,6966253,"Furniture, other manufacture",13,-55761,0,5
320,515888,6966253,Machinery and equipment,11,0,10981,5
320,515888,6966253,Ore,3,0,72447431,5
320,515888,6966253,Other non-metallic mineral,9,0,860,5
320,515888,6966253,Return materials and recycling,14,-34909,0,5
320,515888,6966253,"Textile, leather",5,-6,0,5
321,511660,6975720,"Chemicals, rubber, plastics",8,-834750,0,5
321,511660,6975720,Ore,3,-24476959,0,5
321,511660,6975720,Other non-metallic mineral,9,-1605,0,5
