node_i,pos (x),pos (y),commodity (k),index,supply (s),demand (d),importance (w)
322,502049,6980573,"Food, beverage, tobacco",4,0,90770,5
322,502049,6980573,"Furniture, other manufacture",13,-363,0,5
322,502049,6980573,Machinery and equipment,11,-6507,0,5
322,502049,6980573,Ore,3,-8665727,0,5
322,502049,6980573,Return materials and recycling,14,-58619,0,5
322,502049,6980573,Transport equipment,12,0,1008703,5
323,491542,6994065,Fabricated metal products,10,0,5413642,5
323,491542,6994065,"Food, beverage, tobacco",4,-12218,0,5
323,491542,6994065,Ore,3,0,264369,5
323,491542,6994065,Other non-metallic mineral,9,-64479,0,5
323,491542,6994065,Petroleum Products,7,-673943,0,5
323,491542,6994065,Return materials and recycling,14,0,114756,5
324,487201,7000531,"Agriculture, forest, fishing",1,-11898026,0,5
324,487201,7000531,Fabricated metal products,10,-1364513,0,5
324,487201,7000531,Machinery and equipment,11,0,10436,5
324,487201,7000531,Petroleum Products,7,-472934,0,5
324,487201,7000531,Transport equipment,12,-2199138,0,5
324,487201,7000531,"Wood, cork, pulp, paper",6,-2991350,0,5
325,546968,6933266,"Agriculture, forest, fishing",1,0,55153584,5
325,546968,6933266,"Chemicals, rubber, plastics",8,0,16165525,5
325,546968,6933266,"Food, beverage, tobacco",4,0,85493,5
325,546968,6933266,Machinery and equipment,11,0,51790,5
325,546968,6933266,Ore,3,-398070292,0,5
325,546968,6933266,Petroleum Products,7,-2822096,0,5
325,546968,6933266,Return materials and recycling,14,-63043,0,5
325,546968,6933266,"Textile, leather",5,-30,0,5
325,546968,6933266,"Wood, cork, pulp, paper",6,-1976955,0,5
326,551134,6931777,"Food, beverage, tobacco",4,-21893,0,5
326,551134,6931777,Ore,3,-262328488,0,5
326,551134,6931777,Return materials and recycling,14,0,2446060,5
326,551134,6931777,"Textile, leather",5,0,48,5
326,551134,6931777,Transport equipment,12,-227262,0,5
326,551134,6931777,"Wood, cork, pulp, paper",6,0,8428233,5
327,552996,6930750,Fabricated metal products,10,0,11412900,5
327,552996,6930750,"Food, beverage, tobacco",4,0,259561,5
327,552996,6930750,"Furniture, other manufacture",13,0,253192,5
327,552996,6930750,Ore,3,0,4980160,5
327,552996,6930750,Petroleum Products,7,-4772167,0,5
327,552996,6930750,Return materials and recycling,14,-2491453,0,5
327,552996,6930750,"Textile, leather",5,-18,0,5
327,552996,6930750,"Wood, cork, pulp, paper",6,0,17122371,5
328,554997,6929845,Fabricated metal products,10,0,79542933,5
328,554997,6929845,"Furniture, other manufacture",13,0,362132,5
328,554997,6929845,Petroleum Products,7,0,137749,5
328,554997,6929845,Return materials and recycling,14,-47158,0,5
328,554997,6929845,"Wood, cork, pulp, paper",6,0,40839853,5
329,555556,6929917,Machinery and equipment,11,0,1508245,5
329,555556,6929917,Ore,3,0,24204318,5
329,555556,6929917,Other non-metallic mineral,9,-3161951,0,5
329,555556,6929917,"Wood, cork, pulp, paper",6,-1216309,0,5
330,560149,6929982,Fabricated metal products,10,0,46739851,5
330,560149,6929982,"Furniture, other manufacture",13,-347580,0,5
330,560149,6929982,Ore,3,0,660398780,5
330,560149,6929982,Other non-metallic mineral,9,0,3323364,5
330,560149,6929982,Transport equipment,12,-6560136,0,5
330,560149,6929982,"Wood, cork, pulp, paper",6,-17840367,0,5
331,568855,6927554,"Agriculture, forest, fishing",1,0,98893785,5
331,568855,6927554,"Chemicals, rubber, plastics",8,-15854742,0,5
331,568855,6927554,Fabricated metal products,10,0,8187985,5
331,568855,6927554,"Furniture, other manufacture",13,-567796,0,5
331,568855,6927554,Machinery and equipment,11,0,1803176,5
331,568855,6927554,Ore,3,-8519524,0,5
331,568855,6927554,Petroleum Products,7,-5196625,0,5
331,568855,6927554,Return materials and recycling,14,-59428,0,5
331,568855,6927554,Transport equipment,12,0,44683245,5
332,570957,6926109,"Agriculture, forest, fishing",1,-34626526,0,5
332,570957,6926109,"Chemicals, rubber, plastics",8,0,10886451,5
332,570957,6926109,Fabricated metal products,10,-117109800,0,5
332,570957,6926109,"Food, beverage, tobacco",4,-325308,0,5
332,570957,6926109,"Furniture, other manufacture",13,-176493,0,5
332,570957,6926109,Machinery and equipment,11,-1177079,0,5
332,570957,6926109,Other non-metallic mineral,9,-4056437,0,5
332,570957,6926109,Transport equipment,12,-97854,0,5
332,570957,6926109,"Wood, cork, pulp, paper",6,0,6164390,5
333,573969,6925074,"Agriculture, forest, fishing",1,-43455868,0,5
333,573969,6925074,Ore,3,0,21549383,5
333,573969,6925074,Other non-metallic mineral,9,-1723483,0,5
333,573969,6925074,Petroleum Products,7,-4348790,0,5
333,573969,6925074,"Textile, leather",5,0,8,5
333,573969,6925074,Transport equipment,12,-13807563,0,5
334,582597,6921968,"Agriculture, forest, fishing",1,0,163255032,5
334,582597,6921968,"Chemicals, rubber, plastics",8,0,4614727,5
334,582597,6921968,"Food, beverage, tobacco",4,-2184952,0,5
334,582597,6921968,Machinery and equipment,11,-192558,0,5
334,582597,6921968,Ore,3,-15667036,0,5
334,582597,6921968,Other non-metallic mineral,9,-4488107,0,5
334,582597,6921968,Return materials and recycling,14,-66468,0,5
334,582597,6921968,Transport equipment,12,-16930652,0,5
334,582597,6921968,"Wood, cork, pulp, paper",6,-10196701,0,5
335,595824,6917299,"Food, beverage, tobacco",4,0,5831360,5
335,595824,6917299,"Furniture, other manufacture",13,-261070,0,5
335,595824,6917299,Petroleum Products,7,0,14702965,5
335,595824,6917299,Return materials and recycling,14,-75868,0,5
336,603777,6916705,Fabricated metal products,10,0,8405109,5
336,603777,6916705,"Furniture, other manufacture",13,0,268558,5
336,603777,6916705,Machinery and equipment,11,-1918372,0,5
336,603777,6916705,Other non-metallic mineral,9,-1599881,0,5
336,603777,6916705,Transport equipment,12,-7198485,0,5
337,609136,6917597,"Chemicals, rubber, plastics",8,-20636248,0,5
337,609136,6917597,"Furniture, other manufacture",13,0,649370,5
337,609136,6917597,Other non-metallic mineral,9,0,11706495,5
337,609136,6917597,Petroleum Products,7,-1493720,0,5
337,609136,6917597,"Wood, cork, pulp, paper",6,-39597802,0,5
341,647701,6954350,"Chemicals, rubber, plastics",8,-103400,0,5
341,647701,6954350,Fabricated metal products,10,0,670027,5
341,647701,6954350,"Food, beverage, tobacco",4,-3165,0,5
341,647701,6954350,"Furniture, other manufacture",13,-4971,0,5
341,647701,6954350,Machinery and equipment,11,-12763,0,5
341,647701,6954350,Ore,3,-1886335,0,5
341,647701,6954350,Other non-metallic mineral,9,-1117,0,5
342,649275,6964742,"Food, beverage, tobacco",4,0,15684,5
342,649275,6964742,Petroleum Products,7,-9672,0,5
342,649275,6964742,Return materials and recycling,14,0,73413,5
342,649275,6964742,Transport equipment,12,-63982,0,5
343,646069,6973292,"Agriculture, forest, fishing",1,0,1097419,5
343,646069,6973292,"Food, beverage, tobacco",4,0,24169,5
343,646069,6973292,Transport equipment,12,0,173234,5
343,646069,6973292,"Wood, cork, pulp, paper",6,0,349192,5
344,643655,6978290,"Agriculture, forest, fishing",1,-624710,0,5
344,643655,6978290,"Wood, cork, pulp, paper",6,-460427,0,5
345,641034,6980726,"Agriculture, forest, fishing",1,-718621,0,5
345,641034,6980726,"Food, beverage, tobacco",4,-6413,0,5
345,641034,6980726,Machinery and equipment,11,0,234,5
345,641034,6980726,Return materials and recycling,14,-399,0,5
346,638800,6984791,"Chemicals, rubber, plastics",8,-23926,0,5
346,638800,6984791,Fabricated metal products,10,0,26418,5
346,638800,6984791,"Food, beverage, tobacco",4,-11076,0,5
346,638800,6984791,Transport equipment,12,-102194,0,5
347,638878,6994763,"Agriculture, forest, fishing",1,0,647815,5
347,638878,6994763,"Chemicals, rubber, plastics",8,-22894,0,5
347,638878,6994763,"Food, beverage, tobacco",4,-578,0,5
347,638878,6994763,Machinery and equipment,11,-10172,0,5
347,638878,6994763,Ore,3,0,322566846,5
347,638878,6994763,Other non-metallic mineral,9,0,26016,5
347,638878,6994763,Petroleum Products,7,0,59730,5
347,638878,6994763,"Textile, leather",5,0,71,5
348,639161,6997229,"Textile, leather",5,-45,0,5
349,631012,7006651,Ore,3,-321444954,0,5
349,631012,7006651,Transport equipment,12,0,10224562,5
350,616800,7005890,Other non-metallic mineral,9,-3266433,0,5
350,616800,7005890,"Textile, leather",5,-106,0,5
351,614057,7006212,Other non-metallic mineral,9,0,3266433,5
351,614057,7006212,"Textile, leather",5,0,84,5
351,614057,7006212,Transport equipment,12,-10224562,0,5
352,619331,6926127,"Agriculture, forest, fishing",1,0,258592141,5
352,619331,6926127,Fabricated metal products,10,-20909775,0,5
352,619331,6926127,Other non-metallic mineral,9,0,37915,5
353,620042,6928581,"Furniture, other manufacture",13,-128446,0,5
353,620042,6928581,Machinery and equipment,11,0,34644,5
353,620042,6928581,Petroleum Products,7,-670599,0,5
354,620084,6930534,"Chemicals, rubber, plastics",8,-73190,0,5
354,620084,6930534,Fabricated metal products,10,0,21579278,5
354,620084,6930534,"Food, beverage, tobacco",4,-8380,0,5
354,620084,6930534,Other non-metallic mineral,9,-119653,0,5
354,620084,6930534,Return materials and recycling,14,-68686,0,5
354,620084,6930534,"Textile, leather",5,0,1,5
354,620084,6930534,"Wood, cork, pulp, paper",6,0,254078,5
355,621548,6932612,"Agriculture, forest, fishing",1,0,785176,5
355,621548,6932612,Fabricated metal products,10,-436660,0,5
355,621548,6932612,"Food, beverage, tobacco",4,-29507,0,5
355,621548,6932612,"Furniture, other manufacture",13,0,303475,5
355,621548,6932612,Ore,3,-679883,0,5
355,621548,6932612,Return materials and recycling,14,-48770,0,5
356,623736,6938151,"Furniture, other manufacture",13,-1273,0,5
356,623736,6938151,Other non-metallic mineral,9,0,40551,5
356,623736,6938151,Petroleum Products,7,0,1227278,5
356,623736,6938151,Transport equipment,12,0,22028,5
357,625494,6937818,"Food, beverage, tobacco",4,0,25261,5
357,625494,6937818,Other non-metallic mineral,9,0,54237,5
357,625494,6937818,"Textile, leather",5,-2,0,5
358,634000,6937877,"Agriculture, forest, fishing",1,0,1899488,5
358,634000,6937877,"Chemicals, rubber, plastics",8,-35130,0,5
358,634000,6937877,Other non-metallic mineral,9,0,11523,5
358,634000,6937877,Transport equipment,12,-130949,0,5
358,634000,6937877,"Wood, cork, pulp, paper",6,-146170,0,5
359,640332,6941155,Fabricated metal products,10,0,60831,5
359,640332,6941155,Return materials and recycling,14,-9125,0,5
359,640332,6941155,"Textile, leather",5,-1,0,5
360,643112,6944448,Ore,3,-43685221,0,5
360,643112,6944448,Other non-metallic mineral,9,0,46638,5
361,650140,6948362,"Agriculture, forest, fishing",1,0,1508146,5
361,650140,6948362,"Food, beverage, tobacco",4,0,45292,5
361,650140,6948362,Ore,3,-72496173,0,5
361,650140,6948362,Other non-metallic mineral,9,0,636,5
361,650140,6948362,Return materials and recycling,14,0,8631,5
362,619690,6919389,"Agriculture, forest, fishing",1,-483970413,0,5
362,619690,6919389,"Food, beverage, tobacco",4,-4709049,0,5
362,619690,6919389,"Furniture, other manufacture",13,-776505,0,5
362,619690,6919389,Ore,3,0,177500622,5
362,619690,6919389,Other non-metallic mineral,9,-397774,0,5
362,619690,6919389,Return materials and recycling,14,-195920,0,5
362,619690,6919389,"Textile, leather",5,-69,0,5
362,619690,6919389,"Wood, cork, pulp, paper",6,0,11750771,5
363,618427,6734715,"Food, beverage, tobacco",4,-833676,0,5
363,618427,6734715,"Furniture, other manufacture",13,-16303,0,5
363,618427,6734715,Machinery and equipment,11,0,15205,5
363,618427,6734715,Ore,3,0,51023053,5
363,618427,6734715,Petroleum Products,7,0,3192558,5
363,618427,6734715,Return materials and recycling,14,-560537,0,5
363,618427,6734715,"Textile, leather",5,0,20,5
364,619617,6744119,"Chemicals, rubber, plastics",8,0,406010,5
364,619617,6744119,Fabricated metal products,10,0,13028029,5
364,619617,6744119,"Furniture, other manufacture",13,-20798,0,5
364,619617,6744119,Machinery and equipment,11,0,46280,5
364,619617,6744119,Ore,3,-30784352,0,5
364,619617,6744119,Other non-metallic mineral,9,0,245587,5
364,619617,6744119,Petroleum Products,7,0,2553626,5
364,619617,6744119,Return materials and recycling,14,-83073,0,5
364,619617,6744119,"Wood, cork, pulp, paper",6,0,19476136,5
365,611888,6753532,"Agriculture, forest, fishing",1,0,143869790,5
365,611888,6753532,"Food, beverage, tobacco",4,0,588396,5
365,611888,6753532,"Furniture, other manufacture",13,0,905259,5
365,611888,6753532,Machinery and equipment,11,-80830,0,5
365,611888,6753532,Ore,3,0,7512152,5
365,611888,6753532,Other non-metallic mineral,9,-306019,0,5
365,611888,6753532,Return materials and recycling,14,0,3439,5
365,611888,6753532,"Textile, leather",5,0,29,5
365,611888,6753532,Transport equipment,12,0,170435,5
365,611888,6753532,"Wood, cork, pulp, paper",6,-6056822,0,5
366,611248,6760738,"Agriculture, forest, fishing",1,0,29566321,5
366,611248,6760738,Fabricated metal products,10,0,4655008,5
366,611248,6760738,"Food, beverage, tobacco",4,-1986459,0,5
366,611248,6760738,Machinery and equipment,11,0,10470,5
366,611248,6760738,Petroleum Products,7,0,21222271,5
366,611248,6760738,Return materials and recycling,14,0,122870,5
366,611248,6760738,"Textile, leather",5,0,6,5
366,611248,6760738,Transport equipment,12,-521145,0,5
366,611248,6760738,"Wood, cork, pulp, paper",6,-34298610,0,5
367,614275,6765454,"Agriculture, forest, fishing",1,-23953836,0,5
367,614275,6765454,"Food, beverage, tobacco",4,0,432315,5
367,614275,6765454,Machinery and equipment,11,0,53037,5
367,614275,6765454,Ore,3,0,24611268,5
367,614275,6765454,Return materials and recycling,14,-864082,0,5
367,614275,6765454,"Textile, leather",5,-34,0,5
367,614275,6765454,Transport equipment,12,0,832810,5
367,614275,6765454,"Wood, cork, pulp, paper",6,-12164121,0,5
368,614542,6776740,"Food, beverage, tobacco",4,-1313607,0,5
368,614542,6776740,"Furniture, other manufacture",13,0,68730,5
368,614542,6776740,Return materials and recycling,14,-117572,0,5
368,614542,6776740,"Wood, cork, pulp, paper",6,0,19085931,5
369,614451,6786192,"Agriculture, forest, fishing",1,-117175473,0,5
369,614451,6786192,"Chemicals, rubber, plastics",8,0,6860808,5
369,614451,6786192,Fabricated metal products,10,-3924230,0,5
369,614451,6786192,"Furniture, other manufacture",13,-430693,0,5
369,614451,6786192,Machinery and equipment,11,0,10134,5
369,614451,6786192,"Wood, cork, pulp, paper",6,-6756955,0,5
370,613471,6787970,"Chemicals, rubber, plastics",8,0,460279,5
370,613471,6787970,Fabricated metal products,10,-5021959,0,5
370,613471,6787970,"Food, beverage, tobacco",4,0,203470,5
370,613471,6787970,"Furniture, other manufacture",13,0,100181,5
370,613471,6787970,Ore,3,-113583203,0,5
370,613471,6787970,Petroleum Products,7,0,1658012,5
370,613471,6787970,"Textile, leather",5,0,26,5
370,613471,6787970,"Wood, cork, pulp, paper",6,0,12128797,5
371,613443,6788302,"Chemicals, rubber, plastics",8,0,348495,5
371,613443,6788302,"Food, beverage, tobacco",4,0,93240,5
371,613443,6788302,"Furniture, other manufacture",13,-56878,0,5
371,613443,6788302,Machinery and equipment,11,-84207,0,5
371,613443,6788302,Other non-metallic mineral,9,-1569869,0,5
371,613443,6788302,Return materials and recycling,14,-133469,0,5
371,613443,6788302,"Textile, leather",5,0,4,5
371,613443,6788302,"Wood, cork, pulp, paper",6,0,4124540,5
372,612537,6790717,"Agriculture, forest, fishing",1,-12731357,0,5
372,612537,6790717,Fabricated metal products,10,0,989484,5
372,612537,6790717,"Food, beverage, tobacco",4,0,218431,5
372,612537,6790717,"Furniture, other manufacture",13,0,154292,5
372,612537,6790717,Ore,3,0,5961474,5
372,612537,6790717,Other non-metallic mineral,9,0,843517,5
372,612537,6790717,Petroleum Products,7,-6311876,0,5
372,612537,6790717,"Wood, cork, pulp, paper",6,-16885237,0,5
373,609009,6797836,"Agriculture, forest, fishing",1,-36128459,0,5
373,609009,6797836,"Chemicals, rubber, plastics",8,-1649020,0,5
373,609009,6797836,Fabricated metal products,10,-8063438,0,5
373,609009,6797836,"Furniture, other manufacture",13,0,92441,5
373,609009,6797836,Machinery and equipment,11,0,10690,5
373,609009,6797836,Ore,3,0,48705101,5
373,609009,6797836,Other non-metallic mineral,9,0,1853344,5
373,609009,6797836,Petroleum Products,7,-2790408,0,5
373,609009,6797836,Return materials and recycling,14,-108903,0,5
374,606465,6810143,Fabricated metal products,10,0,3082491,5
374,606465,6810143,"Food, beverage, tobacco",4,-91514,0,5
374,606465,6810143,"Furniture, other manufacture",13,-6664,0,5
374,606465,6810143,Machinery and equipment,11,-22582,0,5
374,606465,6810143,Ore,3,0,61675140,5
374,606465,6810143,Petroleum Products,7,0,1394390,5
374,606465,6810143,"Textile, leather",5,-10,0,5
374,606465,6810143,Transport equipment,12,0,4952,5
375,605755,6820822,"Agriculture, forest, fishing",1,-1276143,0,5
375,605755,6820822,"Food, beverage, tobacco",4,0,283274,5
375,605755,6820822,Machinery and equipment,11,-28140,0,5
375,605755,6820822,Ore,3,0,14018603,5
375,605755,6820822,Other non-metallic mineral,9,0,105164,5
375,605755,6820822,Petroleum Products,7,0,794556,5
375,605755,6820822,Return materials and recycling,14,-95207,0,5
375,605755,6820822,"Textile, leather",5,0,18,5
375,605755,6820822,Transport equipment,12,0,239478,5
